Original (English),Slovenian,Danish,German,Catalan (some entries require more context),Spanish (some entries require more context),Polish,English (changes)
EU have official languages. But EU also recognizes regional languages spoken in regions or parts of some of the countries and minority languages spoken by minorities. How many languages are recognized as regional languages or minority languages in the EU?,Poleg 24 uradnih jezikov EU priznava tudi številne regionalne in manjšinske jezike. Koliko jezikov je prepoznanih kot regionalnih ali manjšinskih v EU?,"EU har officielle sprog, men EU anerkender også regionale sprog, der tales i regioner eller landsdele, og mindretalssprog, der tales af en minoritet. Hvor mange sprog anerkendes som regionale sprog eller mindretalssprog i EU?","Die EU hat offizielle Sprachen. Aber die EU erkennt auch Regionalsprachen an, die in Regionen oder Teilen einiger Länder gesprochen werden, sowie Minderheitensprachen, die von Minderheiten gesprochen werden. Wie viele Sprachen sind in der EU als Regionalsprachen oder Minderheitensprachen anerkannt?",La UE té idiomes oficials. Però la UE també reconeix les llengües regionals parlades en regions o parts d'alguns dels països i les llengües minoritàries parlades per minories. Quantes llengües es reconeixen com a llengües regionals o minoritàries a la UE?,La UE tiene idiomas oficiales. Pero la UE también reconoce las lenguas regionales habladas en regiones o partes de algunos de los países y las lenguas minoritarias habladas por minorías. ¿Cuántas lenguas se reconocen como lenguas regionales o minoritarias en la UE?,"W UE istnieją oficjalne języki, jednak Unia rozpoznaje również języki regionalne, którymi mówi się w regionach lub niektórych częściach danego państwa oraz języki mniejszości, którymi się one posługują. Ile jest oficjalnie rozpoznawalnych języków regionalnych i języków mniejszości w UE",The EU has official languages. But the EU also recognizes regional languages spoken in regions or parts of some of the countries and minority languages spoken by minorities. How many languages are recognized as regional languages or minority languages in the EU?
SELECT AN ANSWER,IZBERI ODGOVOR,VÆLG ET SVAR,WÄHLE  EINE ANTWORT,TRIA UNA RESPOSTA,ESCOGE UNA RESPUESTA,WYBIERZ ODPOWIEDŹ,SELECT AN ANSWER
"Did you know that the term discrimination means an unjustified disadvantage or unequal treatment based on different characteristics?\n\nPeople could be discriminated against on the basis of their age, origin, race, gender, religion, disability or sexual orientation.","Ali veš, da pojem diskriminacija pomeni vsako neenako obravnavanje, razlikovanje ali izključevanje zaradi osebnih okoliščin.","Vidste du, at udtrykket diskrimination betyder en 'uberettiget ulempe' eller 'negativ forskelsbehandling' baseret på forskellige egenskaber? Mennesker diskrimineres særligt på baggrund af deres alder, oprindelse, race, køn, religion, handicap eller seksuelle orientering.","Wusstest du, dass der Begriff Diskriminierung eine ungerechtfertigte Benachteiligung oder Ungleichbehandlung aufgrund verschiedener Merkmale bedeutet?\n\nMenschen können aufgrund ihres Alters, ihrer Herkunft, ihrer Ethnie, ihres Geschlechts, ihrer Religion, ihrer Behinderung oder ihrer sexuellen Orientierung diskriminiert werden.","Sabies que el terme discriminació significa un desavantatge injustificat o un tracte desigual basat en diferents característiques? \n\nLes persones podrien ser discriminades en funció de la seva edat, origen, raça, sexe, religió, discapacitat o orientació sexual.","Sabías que el término discriminación significa una desventaja injustificada o un trato desigual basado en diferentes características?\n\nLas personas pueden ser discriminadas en función de su edad, origen, raza, sexo, religión, discapacidad u orientación sexual.","Czy wiesz, że pojęcie dyskryminacji oznacza nieuzasadnione niekorzystne lub nierówne traktowanie w związku z różnymi cechami?\n\nLudzie mogą być dyskryminowani ze względu na wiek, pochodzenie, rasę, płeć, religię, niepełnosprawność lub orientację seksualną","Did you know that the term discrimination means an unjustified disadvantage or unequal treatment based on different characteristics?\n\nPeople could be discriminated against on the basis of their age, origin, race, gender, religion, disability or sexual orientation."
"If your friend/college tells you about her/his worry, what would you advise?","Kaj bi svetoval/a prijatelju ali sošolcu, ki bi ti zaupal svoje skrbi?","Hvis din ven, eller skolekammerat, fortæller dig om sin bekymring, hvilket råd ville du så give?","Wenn dein Freund/deine Freundin dir von seiner/ihrer Sorge erzählt, was würdest du ihm/ihr raten?","Si el teu amic o amiga, o company o companya, t'explica la seva preocupació, què li aconsellaries?","Si tu amigo o amiga, compañero o compañera, te cuenta su preocupación, ¿qué le aconsejarías?","Jeśli Twoi: kolega, koleżanka lub znajomy, znajoma podzielą się z Tobą swoimi zmartwieniami, to co im doradzisz?","If your friend/classmate tells you about their worry, what would you advise?"
XP to level,,XP for niveau,XP zum Level,XP per pujar de nivell,XP para subir de nivel,XP do poziomu,XP to level
Why do you think people of colour are so often stereotyped as low-skilled?,"Zakaj meniš, da so ljudje drugih ras pogosto dojeti kot manjvredni?","Hvorfor tror du, at 'farvede mennesker' ofte ses som mindre kvalificerede?",Warum werden People of Color deiner Meinung nach so oft als gering qualifiziert gesehen?,Per què creus que les persones de color són tan sovint estereotipades com a poc qualificades?,¿Por qué crees que las personas de color son tan a menudo estereotipadas como poco cualificadas?,"Jak myślisz, dlaczego ludzie nie-biali są stereotypowo postrzegani jako nisko wykwalifikowani?",???
Levels,Nivoji,Niveauer,Levels,Nivells,Niveles,Poziomy,Levels
Rosa,Rosa,Rosa,Rosa,Rosa,Rosa,Róża,Rosa
Answer,Odgovor,Svar,Antwort,Resposta,Respuesta,Odpowiedź,Answer
"If you were in the class, would you help him by whispering the answer?",Bi mu pomagal/a in prišepnil/a odgovor?,"Hvis du var i klassen, ville du så hjælpe ham ved at hviske svaret?","Wenn du in der Klasse wärst, würdest du ihm helfen, indem du ihm die Antwort zuflüsterst?","Si fóssiu a la classe, l’ajudaríeu xiuxiuejant la resposta?","Si estuvieses en la clase, ¿ayudarías susurrando la respuesta?","Gdybyś był(a) w klasie, czy pomógłbyś/pomogłabyś mu szepcząc odpowiedź?","If you were in the class, would you help him by whispering the answer?"
"Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson","Olivia Brown, Isabella Smith, Mary Jackson"
Would you invite Rosa to go to the park with the rest of your schoolmates?,"Bi povabil/a Roso, da se vam pridruži v parku?   ",Ville du invitere Rosa med i parken sammen med dine andre skolekammerater?,"Würdest du Rosa einladen, mit dem Rest deiner Schulkameraden in den Park zu gehen?",Convidaries la Rosa a anar al parc amb la resta de companys?,¿Invitarías a Rosa a ir al parque con el resto de compañeros?,Czy zaprosisz Różę na przechadzkę po parku wraz z resztą znajomych z klasy?,Would you invite Rosa to go to the park with the rest of your schoolmates?
"Many EU Roma are still victims of prejudice and social exclusion, despite the discrimination ban across EU Member States.","Številni Romi v EU so še vedno žrtve predsodkov in družbenega izločanja, kljub prepovedi diskriminacije znotraj držav članic EU.",Mange romaer i EU er stadig ofre for fordomme og social udstødelse på trods af forbuddet mod forskelsbehandling i EU-medlemsstaterne.,"Viele Roma in der EU sind immer noch Opfer von Vorurteilen und sozialer Ausgrenzung, trotz des Diskriminierungsverbots in allen EU-Mitgliedstaaten.","Molts gitanos de la UE segueixen sent víctimes de prejudicis i exclusions socials, tot i la prohibició de la discriminació entre els estats membres de la UE.","Muchos gitanos de la UE siguen siendo víctimas de prejuicios y exclusiones sociales, a pesar de la prohibición de la discriminación entre los estados miembros de la UE.",Wielu Romów w Unii wciąż staje się ofiarami uprzedzeń i społecznego wykluczenia i to pomimo obowiązujących w państwach członkowskich zakazów dyskryminacji,"Many EU Roma are still victims of prejudice and social exclusion, despite the discrimination ban across EU Member States."
not provide,,ikke tilbyde [context?],nicht bereitstellen,no proporcionar (context?),no proporcionar (context?),nie wprowadzaj,not provided / don't provide (depending on context)
Soccer,Nogomet,Fodbold,Fußball,Futbol,Fútbol,Piłka nożna,Soccer
"Immigration to the 27 EU member states from non-member countries was 2,4 million in 2018. 21,8 million people who do not have citizenship in one of the EU countries are living in the EU on the 1. of January 2019. The member states granted citizenship to 672.000 persons in 2018. Many of these people speak a language at home which is not an official language or a recognized language in the EU. (Source: Eurostat – may be changed later)","Leta 2018 se je v 27 držav članic EU iz držav nečlanic priselilo 2,4 milijona ljudi. V EU je 1. januarja 2019 živelo 21,8 milijonov ljudi, ki nimajo državljanstva ene izmed članic držav EU. Leta 2018 so države članice podelile državljanstvo 672.000 ljudem. Številni izmed teh ljudi govorijo doma jezik, ki ni uradni jezik ali jezik, prepoznan v EU.","I 2018 indvandrede 2,4 millioner mennesker til EU, og i 2019 boede der ca. 21,8 millioner mennesker i EU, som ikke havde et statborgerskab i et EU-land. I 2018 blev 672.000 mennesker tildelt et statsborgerskab i EU - og mange af disse mennesker taler et sprog derhjemme, som ikke er et officielt sprog eller et anerkendt sprog i EU.","Die Zuwanderung aus Staaten außerhalb der EU in die 27 EU-Mitgliedsstaaten betrug im Jahr 2018 2,4 Millionen. 21,8 Millionen Menschen, die keine Staatsbürgerschaft in einem der EU-Länder haben, leben am 1. Januar 2019 in der EU. Die Mitgliedsstaaten haben im Jahr 2018 an 672.000 Personen die Staatsbürgerschaft verliehen. Viele dieser Menschen sprechen zu Hause eine Sprache, die keine Amtssprache oder eine anerkannte Sprache in der EU ist. (Quelle: Eurostat - kann später geändert werden)","La immigració als 27 estats membres de la UE procedents de països no membres va ser de 2,4 milions el 2018. 21,8 milions de persones que no tenen ciutadania en un dels països de la UE vivien a la UE l’1 de gener de 2019. Els estats membres van concedir la ciutadania a 672.000 persones el 2018. Moltes d’aquestes persones parlen una llengua a casa que no és una llengua oficial ni una llengua reconeguda a la UE. (Font: Eurostat - es pot canviar més endavant)","La inmigración en los 27 estados miembros de la UE procedentes de países no miembros fue de 2,4 millones en 2018. 21,8 millones de personas que no tienen ciudadanía en uno de los países de la UE vivían en la UE el 1 de enero de 2019. Los estados miembros concedieron la ciudadanía a 672.000 personas en 2018. Muchas de estas personas hablan una lengua en casa que no es una lengua oficial ni una lengua reconocida en la UE. (Fuente: Eurostat - se puede cambiar más adelante)","W 2018 roku liczba imigrantów przybywających do 27 krajów Unii spoza krajów członkowskich wyniosła 2,4 miliona. Na dzień 1 stycznia 2019 roku w krajach Unii żyje 21,8 miliona osób, które nie posiadają obywatelstwa żadnego z krajów unijnych. W 2018 roku państwa unijne nadały obywatelstwa 672 000 osób. Wiele z tych osób rozmawia w domach w językach, które nie są oficjalnymi lub uznawanymi językami Unii. (źródło: Eurostat) ",Immigration to the 27 EU member states from non-member countries was 2.4 million in 2018. 21.8 million people who do not have citizenship in one of the EU countries were living in the EU on the 1st of January 2019. The member states granted citizenship to 672.000 persons in 2018. Many of these people speak a language at home which is not an official language or a recognized language in the EU. (Source: Eurostat – may be changed later)
CHECK,PREVERI,TJEK,PRÜFEN,COMPROVAR (context?),COMPROBAR (context?),SPRAWDŹ,CHECK
Missing question for split storyline.,Manjkajoče vprašanje za razdeljen tok zgodbe,Manglende spørgsmål for forskellige hændelsesforløb,Fehlende Frage für geteilte Geschichte.,Falta una pregunta per a la història dividida.,Falta una pregunta para la historia dividida.,Brakujące pytanie dla podzielonej fabuły,Missing question for split storyline.
CONTINUE,NADALJUJ,FORTSÆT,FORTSETZEN,CONTINUAR,CONTINUAR,KONTYNUUJ,CONTINUE
79 million,79 milijonov,79 millioner,79 Millionen,79 milions,79 millones,79 milionów,79 million
Answer 2,Odgovor 2,Svar 2,Antwort 2,Resposta 2,Respuesta 2,Odpowiedź 2,Answer 2
43 million,43 milijonov,43 millioner,43 Millionen,43 milions,43 millones,43 miliony,43 million
How many children in Europe do you think were at risk of poverty or social exclusion in 2013?,Koliko otrok je leta 2013 v Evropski uniji živelo v revščini?   ,Hvor mange børn i Europa tror du var i risiko for fattigdom eller social eksklusion i 2013?,"Was denkenst du, wie viele Kinder in Europa waren 2013 von Armut oder sozialer Ausgrenzung bedroht?",Quants nens i nenes a Europa creus que van estar en risc de pobresa o exclusió social el 2013?,¿Cuántos niños y niñas en Europa crees que estuvieron en riesgo de pobreza o exclusión social en 2013?,Ile dzieci w Europie było Twoim zdaniem zagrożone ubóstwem lub społecznym wykluczeniem w 2013 roku?,How many children in Europe do you think were at risk of poverty or social exclusion in 2013?
Telling Thomas to stop,Tomažu bi rekel/a naj neha.  ,"Sig til Thomas, at han skal stoppe","Thomas sagen, dass er aufhören soll",Dient-li a en Thomas que parés,Diciéndole a Thomas que parara (context?),Mówi Thomasowi aby przestał,Tell Thomas to stop
"Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs","Dorothy Vaughan, Katherine Johnson, Sophia Jacobs"
Amina,Amina,Amina,Amina,Amina,Amina,Amina,Amina
Take challenge,Sprejmi izziv,Tag imod udfordringen,Herausforderung annehmen,Accepta el repte,Acepta el reto,Podejmij wyzwanie,Take challenge
"Did you know that there are currently three Roma Members of the European Parliament? Romeo Franz from Germany, Lívia Járóka from Hungary and Peter Pollák from Slovakia have been elected members since 2019.\n![img1](resource:assets/videos/rosa/img1.png#500x200)","Ali si vedel, da so v Evropskem parlamentu trenutno trije poslanci Romi?
Romeo Franz iz Nemčije, Lívia Járóka iz Madžarske in Peter Pollák iz Slovaške
so bili izvoljeni leta 2019.
\n![img1](resource:assets/videos/rosa/img1.png#500x200)","Vidste du, at der i øjeblikket er tre roma-medlemmer af Europa-parlamentet? Romeo Franz fra Tyskland, Lívia Járóka fra Ungarn og Peter Pollák fra Slovakiet har været medlemmer af Europa-paræamentet siden 2019.","Wusstet ihr, dass es derzeit drei Roma-Abgeordnete im Europäischen Parlament gibt? Romeo Franz aus Deutschland, Lívia Járóka aus Ungarn und Peter Pollák aus der Slowakei sind seit 2019 gewählte Mitglieder.\n![img1](resource:assets/videos/rosa/img1.png#500x200)","Sabies que actualment hi ha tres membres del parlament europeu que són gitanos? Romeo Franz d'Alemanya, Lívia Járóka d'Hongria i Peter Pollák d'Eslovàquia són membres del parlament des del 2019.\n![img1](resource:assets/videos/rosa/img1.png#500x200)","¿Sabías que actualmente hay tres miembros del parlamento europeo que son gitanos? Romeo Franz de Alemania, Lívia Járóka de Hungría y Peter Pollak de Eslovaquia son miembros del parlamento desde el 2019.\n![img1](resource:assets/videos/rosa/img1.png#500x200)","Czy wiesz, że obecnie w Parlamencie Europejskim jest aż trzech romskich deputowanych? Romeo Franz z Niemiec, Lívia Járóka z Węgier oraz Peter  Pollák ze Słowacji którzy wypełniają mandat od 2019 roku\n![img1](resource:assets/videos/rosa/img1.png#500x200)","Did you know that there are currently three Roma Members of the European Parliament? Romeo Franz from Germany, Lívia Járóka from Hungary and Peter Pollák from Slovakia have been elected members since 2019.\n![img1](resource:assets/videos/rosa/img1.png#500x200)"
Hi!,,Hej!,Hi!,,,Cześć!,Hi!
Choose your language,Izberi jezik,Vælg sprog,Wähle deine Sprache,,,Wybierz język,Choose your language
earned xpoints,Dobil si x očk,Optjente xpoints,erreichte x Punkte,,,zyskałeś X punktów,earned xpoints
Finish,Konec,Afslut,beenden,,,Koniec,Finish
How many \'Human Computers\' worked behind Apollo 11?,"Koliko ""človeških računalnikov"" je delalo za Appolo 11?",Hvor mange 'menneskelige computere' arbejdede på Apollo 11-projektet?,Wie viele ‚menschliche Computer‘ arbeiteten insgesamt für Apollo 11?,"Quants ""ordinadors humans"" van treballar al projecte Apollo 11?","¿Cuántos ""ordenadores humanos"" trabajaron al proyecto Apollo 11?","Jak dużo ""żywych komputerów"" pracowało przy misji Apollo 11?",How many \'Human Computers\' worked behind Apollo 11?
No,ne,Nej,Nein,Sí,Sí,Nie,No
Yes,da,Ja,Ja,No,No,Tak,Yes
Would you like to try halal menu in your school?,Bi poskusil/a halal obrok v šoli?,Ville du gerne prøve at spise halalmad på din skole?,Möchtest du Halal-Menüs in deiner Schule ausprobieren? ,Voldries provar el menú halal a la teva escola?,¿Querrías probar el menú halal en tu escuela?,Chciałbyś spróbować posiłku halal w swojej szkole?,Would you like to try halal menu in your school?
What will Živa pick?,Kaj bo izbrala Živa?,Hvad ville Živa vælge? ,Was wird Ziva wählen?,,,Co Żiva wybierze?,What will Živa pick?
An apple filled with walnuts and covered with syrup (tuhafija),Jabolko polnjeno z orehi in prelito s sirupom (tufahija) ,Et æble fyldt med valnødder og overtrukket med sirup,Ein mit Walnüssen gefüllter und mit Sirup überzogener Apfel (tuhafija),,,jabłko nadziane orzechami włoskimi i polane syropem (tuhafija),An apple filled with walnuts and covered with syrup (tuhafija)
Walnut pie with syrup (baklava),Orehovo pito s sirupom (baklava)),Valnødtærte med sirup,Walnuss-Pie mit Sirup (Baklava),,,orzechowy placek z syropem (baklava),Walnut pie with syrup (baklava)
Polish language is one that was developing fast after the fall of totalitarian political system. Due to its grammar and semantical features many objects and activities can be described with numerous different words. In this case the greeting word can have more than thirty representatives.,Poljski jezik se je po spremembi političnega sistema leta 1989 zelo hitro spreminjal. Veliko predmetov in dejavnosti se v poljščini lahko opiše z različnimi besedami. Tako ima na primer pozdrav več kot trideset različic.,"Det polske sprog har udviklet sig meget siden Sovjetunionens fald. Det findes mange ting og aktiviteter, der kan beskrives med flere forskellige ord - for eksempel er der være mere end 30 forskellige hilseord (ord, man hilser med). Teenagere er den sociale gruppe, der er mest kreative, når de bruger sproget. Der er endda en officiel akademisk konkurrence om ""årets ungdomsord"", hvor flere tusind ord bliver sendt ind hvert år. Konkurrencen arrangeres af det store akademiske forlag, PWN (Polish Scientific Publishers).",Die polnische Sprache hat sich nach dem Fall des totalitären politischen Systems schnell entwickelt. Aufgrund ihrer Grammatik und ihrer sprachlichen Eigenschaften können viele Objekte und Aktivitäten mit zahlreichen verschiedenen Wörtern beschrieben werden. In diesem Fall kann ein Begrüßungswort mehr als dreißig verschiedene Vokabel haben.,"La llengua polonesa es va desenvolupar ràpidament després de la caiguda del sistema polític totalitari. A causa de les seves característiques gramaticals i semàntiques, es poden descriure molts objectes i activitats amb nombroses paraules diferents. En aquest cas, la paraula de salutació pot tenir més de trenta variants. També cal tenir en compte que els adolescents són el grup social amb més creativitat quant a pràctiques lingüístiques. Fins i tot hi ha un concurs acadèmic oficial per a la ""paraula juvenil de l'any"" que rep milers de propostes cada any. El concurs està organitzat per la principal editorial acadèmica - PWN (National Academic Editors).","La lengua polaca se desarrolló rápidamente después de la caída del sistema político totalitario. Debido a sus características gramaticales y semánticas, se pueden describir muchos objetos y actividades con numerosas palabras diferentes. En este caso, la palabra de saludo puede tener más de treinta variantes. También hay que tener en cuenta que los adolescentes son el grupo social con más creatividad en cuanto a prácticas lingüísticas. Incluso hay un concurso académico oficial para la ""palabra juvenil del año"" que recibe miles de propuestas cada año. El concurso está organizado por la principal editorial académica - PWN (National Academic Editores).","Język polski to język, który szybko się rozwijał po upadku totalitarnego systemu politycznego. Ze względu na swoje cechy gramatyczne i semantyczne wiele obiektów i czynności można opisać wieloma różnymi słowami. W tym przypadku słowo powitania może mieć więcej niż trzydzieści odpowiedników. ","The Polish language developed fast after the fall of the totalitarian political system. Due to its grammar and semantic features, many objects and activities can be described with many different words. In this case, there are more than thirty words for greetings."
In this context: Do you think that Kola’s greeting to the class gives him positive or negative feedback? Why?,Kakšen odziv je v razredu sprožil Kolov pozdrav? Zakaj?,"I denne sammenhæng: Tror du, at Kolas hilsen til klassen bliver mødt med positive eller negative reaktioner? Og hvorfor?","In diesem Zusammenhang: Glaubt ihr, dass Kolas Begrüßung in der Klasse von seinen Klassenkolleginnen und -kollegen eher positiv oder negativ aufgenommen wird? Warum?","En aquest context, creus que la manera com en Kola es presenta a la classe li reporta comentaris positius o negatius? Per què?","En este contexto, ¿crees que la forma en Kola se presenta a la clase le reporta comentarios positivos o negativos? ¿Por qué?","W tym kontekście: Czy uważasz, że sposób, w jaki Kola się przywitał w klasie wywołał pozytywną czy negatywną reakcję? Dlaczego? ",In this context: Do you think that Kola’s greeting to the class gives him positive or negative feedback? Why?
"Poland, since 2015 is accepting less and less asylum seekers each year. At the same time Ukrainians are becoming the most numerous group of migrants. Different estimations shows that 600 000 to even 3 million of Ukrainians are coming to Poland each year. Only few of them asked for the international protection (304 in 2020). Ukrainians also rarely require a social or financial support. In Krakow, they are the most numerous foreign group that buy property, usually paying with cash.\n\nPoland and Ukraine have many centuries of common history. For over 300 years both nations had been living in one state. This formed many similarities in our cultural heritage including music, art, customs, cuisine and many more. We had a hardships too, but acknowledging all the troubles it is not wise to see bilateral relations though war crimes and conflicts that were short-lasting and had mediocre cultural impact, usually occurring during larger international conflicts.\n\nYou shall never judge the people without hearing out their story. All people are unique even if they have some common identity. Environmental circumstances shall not be base for generalization.",Ukrajinci so na Poljskem najštevilčnejša skupina priseljencev. Po podatkih se na Poljsko vsako leto priseli od 600.000 do 3 milijone Ukrajincev. Le redki zaprosijo za mednarodno zaščito in redko potrebujejo socialno ali finančno podporo.,"Siden 2005 har Polen accepteret færre og færre asylansøgere hvert år. Samtidig er ukrainerne ved at blive den største indvandrergruppe. Forskellige skøn viser, at mellem 600.000 og 3 millioner ukrainere hvert år kommer til Polen. Kun få af dem beder om international beskyttelse (304 i 2020). Ukrainere kræver også sjældent social eller økonomisk støtte. I Krakow er ukrainerne den største udenlandske gruppe, der køber ejendom, og de betaler ofte med kontanter.
Polen og Ukraine har mange århundreders fælles historie. I over 300 år var begge nationer samlet i én stat. Dette gav mange ligheder i landenes kulturarv, herunder musik, kunst, skikke, mad og meget mere. Der har også været mange stridigheder mellem Polen og Ukraine, men det ikke klogt at se forbindelserne mellem landene i lyset af krigsforbrydelser og konflikter, der varede kortvarigt og havde lille kulturel indvirkning, og som ofte var forbundet til internationale konflikter.
Man må aldrig dømme folk uden at høre deres historie. Alle mennesker er unikke, også selvom de har fælles identitet, og man bør derfor ikke generalisere mennesker eller befolkningsgrupper ud fra ophav.","Polen nimmt seit 2015 jedes Jahr weniger Asylwerber*innen auf. Gleichzeitig werden die Ukrainer*innen zur größten Gruppe von Migrant*innen. Verschiedenen Schätzungen zufolge kommen jedes Jahr 600 000 bis zu 3 Millionen Menschen aus der Ukraine nach Polen. Nur wenige von ihnen beantragen internationalen Schutz (304 im Jahr 2020). Die Migrant*innen aus der Ukraine benötigen auch nur selten soziale oder finanzielle Unterstützung. In Krakau sind sie die größte ausländische Gruppe, die Immobilien kauft und in der Regel mit Bargeld bezahlt. Polen und die Ukraine blicken auf eine jahrhundertelange gemeinsame Geschichte zurück. Seit über 300 Jahren leben beide Nationen in einem Staat. Daraus ergaben sich viele kulturelle Gemeinsamkeiten wie Musik, Kunst, Bräuche, Essen und vieles mehr. Auch Polen und die Ukraine hatten ihre Schwierigkeiten, die jedoch in der Vergangenheit liegen, nur von kurzer Dauer waren und nur mittelmäßige kulturelle Auswirkungen hatten. Man sollte nie über Menschen eines Landes urteilen, ohne ihre Geschichte gehört zu haben. Alle Menschen sind einzigartig, auch wenn sie eine gemeinsame Identität haben. Verschiedene Lebensbedingungen dürfen nicht als Grundlage für Verallgemeinerungen dienen.","Polònia, des del 2015, accepta cada any menys sol·licitants d’asil. Al mateix temps, els ucraïnesos s'estan convertint en el grup de migrants més nombrós. Diferents estimacions diuen que cada any arriben a Polònia entre 600.000 i 3 milions d'ucraïnesos. Només una petita minoria demanen la protecció internacional (304 el 2020). Els ucraïnesos rarament necessiten suport social o financer. A Cracòvia, són el grup estranger més nombrós que compra propietats, normalment pagant en efectiu.
Polònia i Ucraïna tenen molts segles d’història comuna. Durant més de 300 anys, les dues nacions van conviure en un sol estat. Això va produir moltes similituds en el seu patrimoni cultural, incloses la música, l'art, els costums, la cuina i molts més. També hi va haver dificultats però, tot i reconeixent tots els problemes, no és aconsellable ancorar-se al passat, i recrear-se en conflictes que van tenir un impacte molt escàs, i que es van produir en el context de conflictes internacionals més grans.
No es pot jutjar a la gent sense escoltar la seva història. Totes les persones són úniques encara que tinguin una identitat comuna. Les circumstàncies ambientals no poden ser una base per a la generalització.","Polonia, desde el 2015, acepta cada año menos solicitantes de asilo. Al mismo tiempo, los ucranianos se están convirtiendo en el grupo de migrantes más numeroso. Diferentes estimaciones dicen que cada año llegan a Polonia entre 600.000 y 3 millones de ucranianos. Sólo una pequeña minoría piden la protección internacional (304 en 2020). Los ucranianos raramente necesitan apoyo social o financiero. En Cracovia, son el grupo extranjero más numeroso que compra propiedades, normalmente pagando en efectivo.
Polonia y Ucrania tienen muchos siglos de historia común. Durante más de 300 años, las dos naciones convivieron en un solo estado. Esto produjo muchas similitudes en su patrimonio cultural, incluidas la música, el arte, las costumbres, la cocina y muchos más. También hubo dificultades, pero, a pesar de reconocer todos los problemas, no es aconsejable anclarse al pasado, y recrearse en conflictos que tuvieron un impacto muy escaso, y que se produjeron en el contexto de conflictos internacionales más grandes.
No se puede juzgar a la gente sin escuchar su historia. Todas las personas son únicas aunque tengan una identidad común. Las circunstancias ambientales no pueden ser una base para la generalización. ","Polska od 2015 roku z roku na rok przyjmuje coraz mniej osób ubiegających się o azyl. Jednocześnie Ukraińcy stają się najliczniejszą grupą migrantów. Z różnych szacunków wynika, że ​​co roku do Polski przyjeżdża od 600 tys. do nawet 3 mln Ukraińców. Nieliczni z nich starali się o ochronę międzynarodową (304 osoby w 2020 r.). Ukraińcy rzadko też potrzebują wsparcia socjalnego czy finansowego. W Krakowie są najliczniejszą grupą obcokrajowców, inwestującą w nieruchomości, zazwyczaj płacąc gotówką. \n\nPolska i Ukraina mają wielowiekową wspólną historię. Przez ponad 300 lat oba narody żyły w jednym państwie. To ukształtowało wiele podobieństw w naszym dziedzictwie kulturowym, w tym w muzyce, sztuce, zwyczajach, kuchni i wielu innych. Mieliśmy też trudności we wzajemnych relacjach, ale biorąc pod uwagę wszystkie problemy, nie jest mądrze widzieć stosunki dwustronne tylko przez pryzmat zbrodnii wojennych i konfliktów, które były krótkotrwałe i miały niewielki wpływ kulturowy, zwykle też występując podczas większych konfliktów międzynarodowych. \n\nNigdy nie należy osądzać ludzi bez usłyszenia ich historii. Wszyscy ludzie są wyjątkowi, nawet jeśli mają jakąś wspólną tożsamość. Okoliczności środowiskowe nie stanowią podstawy do uogólnień.","Poland, since 2015 is accepting fewer and fewer asylum seekers each year. At the same time, Ukrainians are becoming the most numerous group of migrants. Different estimations show that 600 000 to even 3 million Ukrainians are coming to Poland each year. Only a few of them asked for international protection (304 in 2020). Ukrainians also rarely request social or financial support. In Krakow, they are the most numerous foreign group that buy property, usually paying in cash.\n\nPoland and Ukraine have many centuries of common history. For over 300 years, both nations had been living as one state. This formed many similarities in our cultural heritage including music, art, customs, cuisine and many more. We had hardships too, but acknowledging all the troubles it is not wise to see bilateral relations through war crimes and conflicts that were short-lasting and had a mediocre cultural impact, usually occurring during larger international conflicts.\n\nYou shall never judge the people without hearing out their story. All people are unique even if they have some common identity. Environmental circumstances shall not be base for generalization."
How many foreign-born players are in Polish major football league?,Koliko tujih igralcev je v prvi poljski nogometni ligi?,Hvor mange udenlandsk-fødte spillere er der i den bedste polske fodboldliga?,Wie viele im Ausland geborene Spieler gibt es in der polnischen Fußball-Liga?,Quants jugadors estrangers hi ha a la lliga de futbol més important de Polònia?,Cuántos jugadores extranjeros hay en la liga de fútbol más importante de Polonia?,Ilu piłkarzy urodzonych za granicą gra w ekstraklasie polskiej piłki nożnej?,How many foreign-born players are in Polish major football league?
